N	num_bits	den_bits	lambda_bits	cancellation_g	g_factorization	v2_num	v3_g	u_num_mod_17	u_num_mod_19	u_num_mod_29	u_num_mod_31	u_num_mod_43	u_num_mod_59	u_num_mod_101	u_num_mod_251	u_num_mod_1009	u_lcd_mod_17	u_lcd_mod_19	u_lcd_mod_29	u_lcd_mod_31	u_lcd_mod_43	u_lcd_mod_59	u_lcd_mod_101	u_lcd_mod_251	u_lcd_mod_1009	code1	code2	code3	code4
215	20825	26117	26118	3	3	219	1	5	7	17	13	32	0	76	194	755	15	2	22	8	10	0	26	80	247	3	34	344	3446
216	20921	26237	26239	3	3	220	1	16	6	18	4	28	24	81	55	83	14	18	25	12	41	13	41	165	249	4	44	446	4461
217	21016	26358	26359	3	3	221	1	15	6	16	3	20	36	21	18	367	11	18	19	9	17	49	63	54	92	4	46	461	4612
218	21100	26465	26467	3	3	222	1	14	17	1	28	29	42	95	51	924	8	13	3	22	1	8	83	153	754	6	61	612	6128
219	21206	26596	26598	3	3	223	1	5	15	3	28	9	33	50	58	903	15	7	9	22	27	40	49	174	691	1	12	128	1284
220	21304	26719	26720	3	3	224	1	7	14	14	30	25	26	59	227	649	4	4	13	28	32	19	76	179	938	2	28	284	2847
221	21400	26839	26841	3	3	225	1	12	15	4	17	40	42	46	219	485	2	7	12	20	34	8	37	155	446	8	84	847	8475
222	21493	26957	26959	3	3	226	1	11	14	26	15	23	15	83	217	668	16	4	20	14	26	45	47	149	995	4	47	475	4756
223	21592	27080	27082	3	3	227	1	8	15	6	10	19	3	21	12	214	7	7	18	30	14	9	63	36	642	7	75	756	7564
224	21685	27198	27200	3	3	228	1	10	8	8	7	41	21	64	247	814	13	5	24	21	37	4	91	239	424	5	56	564	5648
225	21783	27321	27322	3	3	229	1	2	7	22	21	24	35	11	150	299	6	2	8	1	29	46	33	199	897	6	64	648	6482
226	21877	27439	27440	3	3	230	1	7	10	26	17	6	18	82	195	423	4	11	20	20	18	54	44	83	260	4	48	482	4823
227	21975	27562	27563	3	3	231	1	8	6	10	18	42	4	41	235	754	7	18	1	23	40	12	22	203	244	8	82	823	8233
228	22071	27682	27684	3	3	232	1	16	12	27	10	33	28	9	55	396	14	17	23	30	13	25	27	165	179	2	23	233	2337
229	22164	27800	27802	3	3	233	1	4	15	28	8	30	24	40	224	700	12	7	26	24	4	13	19	170	82	3	33	337	3378
230	22262	27923	27924	3	3	234	1	11	7	9	22	21	13	8	168	695	16	2	27	4	20	39	24	2	67	3	37	378	3786
231	22358	28043	28045	3	3	235	1	7	16	15	6	6	15	24	183	98	4	10	16	18	18	45	72	47	294	7	78	786	7867
232	22454	28164	28165	3	3	236	1	3	14	2	4	7	55	80	213	809	9	4	6	12	21	47	38	137	409	8	86	867	8678
233	22550	28284	28286	3	3	237	1	3	11	14	30	33	9	95	201	931	9	14	13	28	13	27	83	101	775	6	67	678	6783
234	22641	28400	28401	3	3	238	1	15	3	18	14	36	0	98	57	231	11	9	25	11	22	0	92	171	693	7	78	783	7831
235	22735	28518	28524	57	3*19	239	1	4	11	25	21	28	5	57	112	270	7	0	4	19	5	49	17	109	255	8	83	831	8316
236	22838	28645	28647	3	3	240	1	2	5	4	26	35	49	35	123	160	6	15	12	16	19	29	4	118	480	3	31	316	3165
237	22933	28766	28767	3	3	241	1	16	4	10	2	25	25	98	244	786	14	12	1	6	32	16	92	230	340	1	16	165	1652
238	23029	28886	28887	3	3	242	1	14	6	26	27	41	56	64	142	211	8	18	20	19	37	50	91	175	633	6	65	652	6527
239	23118	28999	29001	3	3	243	1	12	16	12	3	27	2	47	79	545	2	10	7	9	38	6	40	237	626	5	52	527	5271
240	23221	29127	29128	3	3	244	1	12	16	5	8	10	27	0	26	829	2	10	15	24	30	22	0	78	469	2	27	271	2712
241	23317	29247	29249	3	3	245	1	9	6	24	9	19	48	65	240	335	10	18	14	27	14	26	94	218	1005	7	71	712	7120
242	23413	29367	29369	3	3	246	1	6	7	5	13	39	51	35	13	491	1	2	15	8	31	35	4	39	464	1	12	120	1201
243	23501	29481	29487	87	3*29	247	1	2	4	26	4	22	33	48	115	351	4	6	0	7	22	39	35	216	267	2	20	201	2019
244	23602	29606	29608	3	3	248	1	12	4	28	3	24	10	29	189	334	2	12	26	9	29	30	87	65	1002	0	1	19	190
245	23700	29729	29730	3	3	249	1	6	12	16	27	35	31	59	19	827	1	17	19	19	19	34	76	57	463	1	19	190	1909
246	23796	29849	29851	3	3	250	1	13	16	7	9	8	37	41	157	865	5	10	21	27	24	52	22	220	577	9	90	909	9091
247	23890	29967	29969	3	3	251	1	5	1	17	19	41	54	12	6	568	15	3	22	26	37	44	36	18	695	0	9	91	914
248	23988	30090	30091	3	3	252	1	7	11	10	3	29	0	92	124	375	4	14	1	9	1	0	74	121	116	9	91	914	9145
249	24081	30208	30209	3	3	253	1	16	6	16	21	1	4	65	235	583	14	18	19	1	3	12	94	203	740	1	14	145	1456
250	24179	30331	30332	3	3	254	1	2	10	9	4	17	4	34	8	538	6	11	27	12	8	12	1	24	605	4	45	456	4564
251	24273	30449	30450	3	3	255	1	6	5	16	21	16	57	90	173	256	1	15	19	1	5	53	68	17	768	5	56	564	5648
252	24371	30571	30573	3	3	256	1	7	18	19	23	35	25	0	10	957	4	16	28	7	19	16	0	30	853	6	64	648	6485
253	24467	30692	30693	3	3	257	1	12	6	24	21	22	8	7	101	617	2	18	14	1	23	24	21	52	842	4	48	485	4856
254	24560	30810	30811	3	3	258	1	7	2	12	3	14	12	94	72	470	4	6	7	9	42	36	80	216	401	8	85	856	8566
255	24659	30933	30934	3	3	259	1	5	13	12	11	12	50	11	188	478	15	1	7	2	36	32	33	62	425	5	56	566	5669
256	24754	31053	31055	3	3	260	1	4	18	13	26	0	52	79	130	519	12	16	10	16	0	38	35	139	548	6	66	669	6692
257	24850	31173	31175	3	3	261	1	11	7	5	10	37	54	26	215	49	16	2	15	30	25	44	78	143	147	6	69	692	6923
258	24938	31286	31287	3	3	262	1	15	7	13	26	34	14	16	70	329	11	2	10	16	16	42	48	210	987	9	92	923	9234
259	25030	31403	31404	3	3	263	1	4	3	11	0	4	18	20	95	630	12	9	4	0	12	54	60	34	881	2	23	234	2346
260	25129	31525	31527	3	3	264	1	4	7	2	21	8	37	85	161	617	12	2	6	1	24	52	53	232	842	3	34	346	3460
261	25234	31655	31657	3	3	265	1	13	14	13	23	11	37	17	159	392	5	4	10	7	33	52	51	226	167	4	46	460	4603
262	25330	31775	31777	3	3	266	1	0	3	11	9	38	45	17	63	449	0	9	4	27	28	17	51	189	338	6	60	603	6034
263	25425	31896	31897	3	3	267	1	2	11	8	10	0	56	85	230	662	6	14	24	30	0	50	53	188	977	0	3	34	348
264	25517	32011	32013	3	3	268	1	8	2	4	22	31	22	47	55	708	7	6	12	4	7	7	40	165	106	3	34	348	3486
265	25617	32136	32138	3	3	269	1	7	12	18	29	39	28	83	64	907	4	17	25	25	31	25	47	192	703	4	48	486	4861
266	25713	32257	32258	3	3	270	1	14	4	10	12	40	51	85	158	168	8	12	1	5	34	35	53	223	504	8	86	861	8610
267	25809	32377	32379	3	3	271	1	15	10	18	14	34	38	6	87	88	11	11	25	11	16	55	18	10	264	6	61	610	6104
268	25902	32495	32497	3	3	272	1	2	11	3	24	31	23	14	105	222	6	14	9	10	7	10	42	64	666	1	10	104	1045
269	25992	32609	32617	249	3*83	273	1	4	6	0	19	38	10	83	243	46	10	12	0	19	2	12	63	16	355	0	4	45	454
270	26096	32738	32740	3	3	274	1	1	13	14	5	41	30	74	166	913	3	1	13	15	37	31	20	247	721	4	45	454	4543
271	26192	32859	32860	3	3	275	1	9	0	28	26	33	10	90	172	594	10	0	26	16	13	30	68	14	773	5	54	543	5432
272	26286	32977	32978	3	3	276	1	4	9	25	24	13	3	90	5	398	12	8	17	10	39	9	68	15	185	4	43	432	4326
273	26384	33100	33101	3	3	277	1	4	6	11	11	29	4	93	226	184	12	18	4	2	1	12	77	176	552	3	32	326	3266
274	26477	33218	33219	3	3	278	1	15	5	1	5	15	13	14	149	65	11	15	3	15	2	39	42	196	195	2	26	266	2664
275	26576	33340	33342	3	3	279	1	5	1	22	15	8	28	12	223	608	15	3	8	14	24	25	36	167	815	6	66	664	6648
276	26669	33458	33460	3	3	280	1	7	15	9	17	22	19	55	33	649	4	7	27	20	23	57	64	99	938	6	64	648	6482
277	26762	33576	33583	87	3*29	281	1	10	9	15	15	8	57	19	152	295	3	4	0	3	8	3	37	172	440	4	48	482	4821
278	26863	33702	33703	3	3	282	1	12	15	11	29	37	46	8	34	198	2	7	4	25	25	20	24	102	594	8	82	821	8213
279	26957	33820	33821	3	3	283	1	2	14	4	13	14	49	86	209	347	6	4	12	8	42	29	56	125	32	2	21	213	2133
280	27055	33942	33944	3	3	284	1	9	15	11	19	29	54	86	96	950	10	7	4	26	1	44	56	37	832	1	13	133	1339
281	27151	34063	34064	3	3	285	1	16	2	26	11	5	53	96	193	133	14	6	20	2	15	41	86	77	399	3	33	339	3393
282	27246	34183	34185	3	3	286	1	7	7	16	7	36	20	45	174	349	4	2	19	21	22	1	34	20	38	3	39	393	3936
283	27342	34303	34305	3	3	287	1	5	12	18	4	19	40	19	145	674	15	17	25	12	14	2	57	184	4	9	93	936	9360
284	27433	34419	34421	3	3	288	1	2	1	4	30	27	17	80	135	628	6	3	12	28	38	51	38	154	875	3	36	360	3607
285	27532	34542	34544	3	3	289	1	3	10	4	5	38	34	1	123	573	9	11	12	15	28	43	3	118	710	6	60	607	6072
286	27630	34665	34666	3	3	290	1	10	18	20	25	14	19	52	56	237	13	16	2	13	42	57	55	168	711	0	7	72	726
287	27726	34785	34787	3	3	291	1	8	7	14	5	2	51	71	106	59	7	2	13	15	6	35	11	67	177	7	72	726	7260
288	27821	34905	34907	3	3	292	1	7	16	5	15	1	23	57	49	557	4	10	15	14	3	10	70	147	662	2	26	260	2602
289	27913	35021	35023	3	3	293	1	10	15	4	30	21	37	43	128	643	13	7	12	28	20	52	28	133	920	6	60	602	6024
290	28013	35146	35148	3	3	294	1	4	11	17	11	3	46	21	15	63	12	14	22	2	9	20	63	45	189	0	2	24	249
291	28109	35267	35268	3	3	295	1	8	18	19	18	2	51	37	242	947	7	16	28	23	6	35	10	224	823	2	24	249	2491
292	28201	35383	35389	57	3*19	296	1	8	18	22	16	19	36	34	103	427	14	0	7	13	8	46	19	98	123	4	49	491	4914
293	28298	35505	35507	3	3	297	1	14	1	11	3	39	12	99	133	1001	8	3	4	9	31	36	95	148	985	9	91	914	9141
294	28394	35625	35627	3	3	298	1	7	16	28	23	17	15	32	44	1007	4	10	26	7	8	45	96	132	1003	1	14	141	1412
295	28492	35748	35750	3	3	299	1	8	6	9	9	24	23	20	205	71	7	18	27	27	29	10	60	113	213	4	41	412	4127
296	28588	35868	35870	3	3	300	1	16	5	25	7	42	13	30	172	11	14	15	17	21	40	39	90	14	33	1	12	127	1273
297	28682	35987	35988	3	3	301	1	4	7	22	9	17	36	0	187	527	12	2	8	27	8	49	0	59	572	2	27	273	2737
298	28772	36101	36103	3	3	302	1	11	4	7	8	13	3	53	56	86	16	12	21	24	39	9	58	168	258	7	73	737	7372
299	28873	36227	36229	3	3	303	1	15	9	14	3	18	17	59	207	104	11	8	13	9	11	51	76	119	312	3	37	372	3724
300	28972	36350	36352	3	3	304	1	3	10	26	10	2	41	87	75	949	9	11	20	30	6	5	59	225	829	7	72	724	7245
301	29065	36468	36470	3	3	305	1	4	4	24	8	20	28	88	97	3	12	12	14	24	17	25	62	40	9	2	24	245	2458
302	29163	36591	36592	3	3	306	1	1	12	1	0	26	20	71	215	3	3	17	3	0	35	1	11	143	9	4	45	458	4587
303	29259	36711	36713	3	3	307	1	6	16	5	1	33	33	46	141	414	1	10	15	3	13	40	37	172	233	5	58	587	5870
304	29353	36829	36831	3	3	308	1	14	1	14	20	26	19	83	74	624	8	3	13	29	35	57	47	222	863	8	87	870	8700
305	29451	36952	36954	3	3	309	1	16	11	12	0	18	1	27	231	604	14	14	7	0	11	3	81	191	803	7	70	700	7006
306	29547	37072	37074	3	3	310	1	14	11	11	15	30	39	2	152	416	8	14	4	14	4	58	6	205	239	0	0	6	66
307	29642	37193	37194	3	3	311	1	4	10	22	15	38	33	45	198	813	12	11	8	14	28	40	34	92	421	0	6	66	660
308	29738	37313	37315	3	3	312	1	12	6	3	16	6	46	74	23	412	2	18	9	17	18	20	20	69	227	6	66	660	6606
309	29829	37429	37430	3	3	313	1	16	3	9	12	20	29	13	19	454	14	9	27	5	17	28	39	57	353	6	60	606	6063
310	29928	37552	37553	3	3	314	1	8	5	13	13	7	24	91	204	460	7	15	10	8	21	13	71	110	371	0	6	63	631
311	30021	37669	37676	87	3*29	315	1	10	1	28	30	3	2	16	100	556	3	11	0	6	3	56	79	166	949	6	63	631	6315
312	30122	37795	37796	3	3	316	1	9	13	16	25	17	4	30	242	37	10	1	19	13	8	12	90	224	111	3	31	315	3155
313	30217	37915	37917	3	3	317	1	6	18	28	28	36	3	19	227	9	1	16	26	22	22	9	57	179	27	1	15	155	1558
314	30309	38031	38032	3	3	318	1	8	17	17	16	19	9	15	107	354	7	13	22	17	14	27	45	70	53	5	55	558	5588
315	30409	38156	38157	3	3	319	1	8	1	16	7	3	22	56	180	237	7	3	19	21	9	7	67	38	711	5	58	588	5881
316	30505	38276	38278	3	3	320	1	7	8	19	14	19	27	5	211	698	4	5	28	11	14	22	15	131	76	8	88	881	8817
317	30601	38397	38398	3	3	321	1	12	5	10	22	14	35	50	192	529	2	15	1	4	42	46	49	74	578	8	81	817	8174
318	30694	38515	38516	3	3	322	1	14	18	10	5	39	36	68	237	279	8	16	1	15	31	49	2	209	837	1	17	174	1748
319	30790	38635	38637	3	3	323	1	6	12	19	5	27	48	37	178	241	1	17	28	15	38	26	10	32	723	7	74	748	7488
320	30888	38758	38759	3	3	324	1	7	11	17	21	7	49	33	52	74	4	14	22	1	21	29	99	156	222	4	48	488	4881
321	30984	38878	38880	3	3	325	1	12	12	18	2	27	57	52	65	1002	2	17	25	6	38	53	55	195	988	8	88	881	8815
322	31075	38994	38995	3	3	326	1	15	2	26	26	27	31	3	127	753	11	6	20	16	38	34	9	130	241	8	81	815	8152
323	31176	39119	39120	3	3	327	1	5	4	15	29	41	49	43	113	969	15	12	16	25	37	29	28	88	889	1	15	152	1520
324	31269	39237	39239	3	3	328	1	11	2	3	24	5	40	44	97	3	16	6	9	10	15	2	31	40	9	5	52	520	5209
325	31367	39360	39361	3	3	329	1	11	17	9	15	35	45	17	184	174	16	13	27	14	19	17	51	50	522	2	20	209	2092
326	31459	39475	39479	15	3*5	330	1	4	16	5	29	29	50	90	56	912	9	12	17	1	5	42	37	87	563	0	9	92	920
327	31559	39600	39602	3	3	331	1	5	13	25	25	41	55	9	17	347	15	1	17	13	37	47	27	51	32	9	92	920	9209
328	31655	39721	39722	3	3	332	1	1	0	13	18	13	53	49	63	668	3	0	10	23	39	41	46	189	995	2	20	209	2096
329	31748	39839	39840	3	3	333	1	6	9	26	7	41	50	85	118	391	1	8	20	21	37	32	53	103	164	0	9	96	962
330	31847	39962	39963	3	3	334	1	0	6	12	22	38	51	53	213	893	0	18	7	4	28	35	58	137	661	9	96	962	9628
331	31942	40082	40084	3	3	335	1	2	6	9	8	32	7	8	105	479	6	18	27	24	10	21	24	64	428	6	62	628	6282
332	32038	40202	40204	3	3	336	1	13	1	19	17	40	57	42	196	610	5	3	28	20	34	53	25	86	821	2	28	282	2829
333	32134	40323	40324	3	3	337	1	7	18	16	10	1	1	94	22	532	4	16	19	30	3	3	80	66	587	8	82	829	8292
334	32225	40438	40440	3	3	338	1	6	15	2	24	3	49	31	32	403	1	7	6	10	9	29	93	96	200	2	29	292	2925
335	32324	40561	40563	3	3	339	1	3	3	10	6	36	31	5	41	32	9	9	1	18	22	34	15	123	96	9	92	925	9254
336	32422	40684	40685	3	3	340	1	10	13	28	12	14	38	58	160	959	13	1	26	5	42	55	73	229	859	2	25	254	2540
337	32518	40804	40806	3	3	341	1	11	15	4	15	20	17	21	174	144	16	7	12	14	17	51	63	20	432	5	54	540	5409
338	32605	40917	40918	3	3	342	1	1	14	4	7	24	32	92	132	585	3	4	12	21	29	37	74	145	746	4	40	409	4091
339	32705	41040	41042	3	3	343	1	16	17	28	13	19	14	44	10	105	14	13	26	8	14	42	31	30	315	0	9	91	917
340	32805	41165	41167	3	3	344	1	3	12	6	5	8	39	32	50	712	9	17	18	15	24	58	96	150	118	9	91	917	9171
341	32901	41286	41287	3	3	345	1	4	6	5	3	42	1	16	161	918	12	18	15	9	40	3	48	232	736	1	17	171	1715
342	32997	41406	41408	3	3	346	1	7	12	0	30	3	43	56	236	967	4	17	0	28	9	11	67	206	883	7	71	715	7153
343	33088	41522	41523	3	3	347	1	7	3	23	17	34	26	63	191	17	4	9	11	20	16	19	88	71	51	1	15	153	1536
344	33186	41645	41646	3	3	348	1	7	9	20	14	1	31	20	4	606	4	8	2	11	3	34	60	12	809	5	53	536	5364
345	33279	41762	41769	87	3*29	349	1	10	13	26	24	16	13	93	43	988	3	10	0	11	16	10	11	227	191	3	36	364	3643
346	33380	41888	41889	3	3	350	1	12	14	18	9	37	49	91	158	532	2	4	25	27	25	29	71	223	587	6	64	643	6436
347	33474	42006	42007	3	3	351	1	2	6	20	17	23	47	79	3	1006	6	18	2	20	26	23	35	9	1000	4	43	436	4367
348	33572	42128	42130	3	3	352	1	9	18	20	16	29	49	72	88	942	10	16	2	17	1	29	14	13	808	3	36	367	3678
349	33661	42242	42248	57	3*19	353	1	5	0	4	17	24	13	6	90	578	13	0	25	8	35	33	39	110	658	6	67	678	6789
350	33763	42369	42371	3	3	354	1	7	5	27	14	34	28	45	25	207	4	15	23	11	16	25	34	75	621	7	78	789	7892
351	33857	42487	42489	3	3	355	1	1	16	18	4	18	45	33	8	454	3	10	25	12	11	17	99	24	353	8	89	892	8925
352	33955	42610	42612	3	3	356	1	16	6	6	15	36	10	54	10	586	14	18	18	14	22	30	61	30	749	9	92	925	9259
353	34051	42730	42732	3	3	357	1	15	5	4	23	9	20	21	173	465	11	15	12	7	27	1	63	17	386	2	25	259	2590
354	34144	42848	42850	3	3	358	1	2	7	15	26	18	41	38	2	173	6	2	16	16	11	5	13	6	519	5	59	590	5903
355	34243	42971	42973	3	3	359	1	8	6	9	20	6	45	60	38	247	7	18	27	29	18	17	79	114	741	9	90	903	9036
356	34338	43091	43093	3	3	360	1	7	7	17	1	16	52	19	140	269	4	2	22	3	5	38	57	169	807	0	3	36	360
357	34434	43212	43213	3	3	361	1	12	10	28	18	11	7	83	69	568	2	11	26	23	33	21	47	207	695	3	36	360	3600
358	34530	43332	43334	3	3	362	1	4	1	20	30	5	3	12	147	893	12	3	2	28	15	9	36	190	661	6	60	600	6001
359	34621	43448	43450	3	3	363	1	1	2	14	6	22	33	24	102	630	3	6	13	18	23	40	72	55	881	0	0	1	11
360	34719	43571	43572	3	3	364	1	10	7	19	25	33	40	59	111	255	13	2	28	13	13	2	76	82	765	0	1	11	113
361	34818	43693	43695	3	3	365	1	2	5	22	5	29	38	48	114	887	6	15	8	15	1	55	43	91	643	1	11	113	1133
362	34913	43814	43815	3	3	366	1	1	11	10	4	29	42	95	76	910	3	14	1	12	1	8	83	228	712	1	13	133	1330
363	35009	43934	43936	3	3	367	1	8	11	9	2	2	54	57	47	684	7	14	27	6	6	44	70	141	34	3	33	330	3305
364	35096	44045	44047	3	3	368	1	13	14	13	6	13	24	71	155	54	5	4	10	18	39	13	11	214	162	3	30	305	3053
365	35201	44175	44176	3	3	369	1	3	6	7	0	42	3	8	101	974	9	18	21	0	40	9	24	52	904	0	5	53	530
366	35297	44295	44297	3	3	370	1	11	18	17	14	29	35	95	197	976	16	16	22	11	1	46	83	89	910	5	53	530	5305
367	35393	44416	44417	3	3	371	1	7	6	7	5	14	38	18	135	934	4	18	21	15	42	55	54	154	784	3	30	305	3054
368	35486	44534	44535	3	3	372	1	4	2	24	3	4	36	27	96	997	12	6	14	9	12	49	81	37	973	0	5	54	548
369	35582	44654	44656	3	3	373	1	4	14	16	12	20	58	48	197	171	12	4	19	5	17	56	43	89	513	5	54	548	5488
370	35680	44777	44778	3	3	374	1	1	18	5	13	13	23	65	139	291	3	16	15	8	39	10	94	166	873	4	48	488	4882
371	35776	44897	44899	3	3	375	1	6	7	25	4	12	1	34	96	486	1	2	17	12	36	3	1	37	449	8	88	882	8820
372	35869	45015	45017	3	3	376	1	14	4	27	13	1	36	31	73	478	8	12	23	8	3	49	93	219	425	8	82	820	8204
373	35968	45138	45139	3	3	377	1	16	8	15	24	18	15	81	131	227	14	5	16	10	11	45	41	142	681	2	20	204	2046
374	36061	45256	45258	3	3	378	1	13	1	21	28	36	11	96	115	164	5	3	5	22	22	33	86	94	492	0	4	46	466
375	36159	45379	45380	3	3	379	1	4	14	19	30	15	51	68	105	907	12	4	28	28	2	35	2	64	703	4	46	466	4665
376	36253	45497	45498	3	3	380	1	16	12	7	22	40	32	77	97	888	14	17	21	4	34	37	29	40	646	6	66	665	6652
377	36351	45619	45621	3	3	381	1	9	11	28	13	35	58	17	104	238	10	14	26	8	19	56	51	61	714	6	65	652	6521
378	36439	45732	45733	3	3	382	1	6	8	3	23	14	1	28	247	917	1	5	9	7	42	3	84	239	733	5	52	521	5213
379	36540	45858	45859	3	3	383	1	7	10	11	7	36	28	54	40	112	4	11	4	21	22	25	61	120	336	2	21	213	2138
380	36638	45981	45982	3	3	384	1	9	4	1	21	31	4	11	211	658	10	12	3	1	7	12	33	131	965	1	13	138	1384
381	36725	46092	46103	1527	3*509	385	1	11	7	16	28	30	49	76	2	841	1	11	14	7	15	11	3	42	759	3	38	384	3841
382	36830	46221	46223	3	3	386	1	13	17	7	18	39	36	55	22	611	5	13	21	23	31	49	64	66	824	8	84	841	8414
383	36926	46342	46343	3	3	387	1	8	1	21	10	22	5	54	182	502	7	3	5	30	23	15	61	44	497	4	41	414	4146
384	37015	46455	46457	3	3	388	1	4	15	27	9	20	53	99	135	351	12	7	23	27	17	41	95	154	44	1	14	146	1469
385	37113	46578	46579	3	3	389	1	10	0	15	17	10	20	17	115	734	13	0	16	20	30	1	51	94	184	4	46	469	4695
386	37213	46703	46704	3	3	390	1	2	7	0	6	25	41	31	172	547	6	2	0	18	32	5	93	14	632	6	69	695	6951
387	37309	46823	46825	3	3	391	1	13	6	23	4	27	49	66	216	836	5	18	11	12	38	29	97	146	490	9	95	951	9519
388	37405	46944	46945	3	3	392	1	7	6	7	30	18	38	42	118	100	4	18	21	28	11	55	25	103	300	5	51	519	5194
389	37496	47059	47061	3	3	393	1	10	16	3	14	26	45	47	36	89	13	10	9	11	35	17	40	108	267	1	19	194	1941
390	37597	47184	47186	3	3	394	1	1	18	2	11	38	19	4	243	574	3	16	6	2	28	57	12	227	713	9	94	941	9415
391	37693	47305	47306	3	3	395	1	5	14	4	26	24	49	14	34	269	15	4	12	16	29	29	42	102	807	4	41	415	4151
392	37788	47425	47427	3	3	396	1	4	15	1	2	26	25	10	15	733	12	7	3	6	35	16	30	45	181	1	15	151	1511
393	37882	47543	47545	3	3	397	1	9	14	5	24	34	45	8	165	68	10	4	15	10	16	17	24	244	204	5	51	511	5116
394	37978	47664	47665	3	3	398	1	3	3	14	13	33	33	76	246	673	9	9	13	8	13	40	26	236	1	1	11	116	1160
395	38076	47786	47788	3	3	399	1	5	2	1	8	25	58	13	242	593	15	6	3	24	32	56	39	224	770	1	16	160	1609
396	38172	47907	47908	3	3	400	1	1	7	12	9	38	49	39	149	367	3	2	7	27	28	29	16	196	92	6	60	609	6094
397	38265	48025	48026	3	3	401	1	6	10	10	15	6	49	63	22	489	1	11	1	14	18	29	88	66	458	0	9	94	943
398	38363	48147	48149	3	3	402	1	0	6	8	22	12	36	16	19	923	0	18	24	4	36	49	48	57	751	9	94	943	9433
399	38457	48265	48267	3	3	403	1	14	10	27	3	42	16	80	52	472	8	11	23	9	40	48	38	156	407	4	43	433	4330
400	38555	48388	48390	3	3	404	1	13	18	24	27	30	1	35	244	579	5	16	14	19	4	3	4	230	728	3	33	330	3305
401	38649	48506	48508	3	3	405	1	15	9	8	8	32	47	94	163	670	11	8	24	24	10	23	80	238	1001	3	30	305	3057
402	38747	48629	48630	3	3	406	1	14	16	20	2	1	40	44	2	520	8	10	2	6	3	2	31	6	551	0	5	57	572
403	38843	48749	48751	3	3	407	1	15	14	8	3	18	28	75	16	448	11	4	24	9	11	25	23	48	335	5	57	572	5727
404	38936	48867	48869	3	3	408	1	2	6	9	21	6	26	30	231	878	6	18	27	1	18	19	90	191	616	7	72	727	7270
405	39034	48990	48992	3	3	409	1	11	18	16	4	1	57	50	42	565	16	16	19	12	3	53	49	126	686	2	27	270	2703
406	39126	49106	49112	57	3*19	410	1	9	1	3	30	27	32	74	180	120	3	0	26	5	34	54	77	220	786	7	70	703	7036
407	39220	49225	49232	177	3*59	411	1	16	12	2	13	28	40	34	65	777	10	15	6	7	11	0	59	210	305	0	3	36	365
408	39322	49351	49353	3	3	412	1	3	4	10	21	3	16	4	115	762	9	12	1	1	9	48	12	94	268	3	36	365	3657
409	39413	49467	49468	3	3	413	1	9	1	13	13	0	34	90	144	460	10	3	10	8	0	43	68	181	371	6	65	657	6575
410	39511	49590	49591	3	3	414	1	15	1	5	27	21	25	37	240	233	11	3	15	19	20	16	10	218	699	5	57	575	5759
411	39609	49712	49714	3	3	415	1	5	16	3	26	14	14	46	42	872	15	10	9	16	42	42	37	126	598	7	75	759	7595
412	39700	49828	49834	87	3*29	416	1	10	12	4	26	40	51	81	121	643	3	18	0	30	40	12	78	236	446	5	59	595	5959
413	39801	49953	49955	3	3	417	1	1	7	28	14	31	13	68	170	370	3	2	26	11	7	39	2	8	101	9	95	959	9591
414	39892	50069	50070	3	3	418	1	10	8	9	0	23	37	26	38	13	13	5	27	0	26	52	78	114	39	5	59	591	5919
415	39993	50194	50195	3	3	419	1	10	1	25	12	24	26	92	209	355	13	3	17	5	29	19	74	125	56	9	91	919	9195
416	40088	50314	50316	3	3	420	1	9	12	0	23	29	4	48	21	941	10	17	0	7	1	12	43	63	805	1	19	195	1953
417	40176	50427	50428	3	3	421	1	16	17	20	30	4	12	69	75	225	14	13	2	28	12	36	5	225	675	9	95	953	9530
418	40278	50553	50554	3	3	422	1	15	1	15	2	14	48	94	68	436	11	3	16	6	42	26	80	204	299	5	53	530	5309
419	40374	50673	50675	3	3	423	1	1	6	21	17	1	57	89	228	317	3	18	5	20	3	53	65	182	951	3	30	309	3092
420	40472	50796	50797	3	3	424	1	16	11	16	29	41	17	17	3	354	14	14	19	25	37	51	51	9	53	0	9	92	921
421	40568	50916	50918	3	3	425	1	15	10	1	12	38	1	56	152	546	11	11	3	5	28	3	67	205	629	9	92	921	9218
422	40661	51034	51036	3	3	426	1	2	5	3	9	8	8	99	14	58	6	15	9	27	24	24	95	42	174	2	21	218	2186
423	40759	51157	51158	3	3	427	1	8	18	14	27	15	54	52	206	246	7	16	13	19	2	44	55	116	738	1	18	186	1861
424	40853	51275	51276	3	3	428	1	15	5	24	27	13	55	79	94	541	11	15	14	19	39	47	35	31	614	8	86	861	8611
425	40951	51398	51399	3	3	429	1	12	10	14	5	8	49	59	2	221	2	11	13	15	24	29	76	6	663	6	61	611	6117
426	41044	51516	51517	3	3	430	1	11	14	7	30	25	40	38	101	99	16	4	21	28	32	2	13	52	297	1	11	117	1173
427	41142	51638	51640	3	3	431	1	8	18	11	27	42	43	69	150	948	7	16	4	19	40	11	5	199	826	1	17	173	1738
428	41238	51759	51760	3	3	432	1	16	7	22	11	32	14	17	217	824	14	2	8	2	10	42	51	149	454	7	73	738	7381
